DELITO,CLASIFICACION DEL DELITO,COLONIA DEL HECHO,FECHA DE REGISTRO DEL DELITO,FECHA DEL HECHO DEL DELITO,HORA DEL HECHO DEL DELITO,MUNICIPIO
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LOMAS VIRREYES,22/02/19,21/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ROBERTO DE LA MADRID,22/02/19,19/02/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,ZONA CENTRO,23/02/19,22/02/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL DORADO RES,23/02/19,22/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CENTRO URBANO 70-76,23/02/19,22/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TERRAZAS DEL VALLE,13/02/19,11/02/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EMPERADORES,25/02/19,16/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VALLE VISTA PRIMERA SECCION,24/02/19,23/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BUENOS AIRES NORTE,27/02/19,25/02/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LADERAS DE MONTERREY,28/02/19,27/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS TORRES,01/03/19,19/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LLAMAS AMAYA,02/03/19,01/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAÑADAS DEL FLORIDO,31/03/19,30/03/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,OBRERA,01/07/19,28/06/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,INFONAVIT MURUA,06/03/19,03/03/19,23:00,TIJUANA
ROBO CON VIOLENCIA A CASA,ROBO CON VIOLENCIA A CASA,MISION DE LAS CALIFORNIAS,07/03/19,06/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL FLORIDO PRIMERA Y SEGUNDA SECCION,25/03/19,23/03/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,BUENOS AIRES SUR,09/03/19,08/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SAN MATEO,07/03/19,06/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,11/03/19,10/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS LAURELES,25/04/19,24/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,12/03/19,09/03/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PORTICOS DE SAN ANTONIO,25/03/19,23/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OTAY UNIVERSIDAD,14/03/19,12/03/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,HUERTAS SECC I,02/01/19,31/12/18,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,HACIENDA LOS VENADOS,09/03/19,06/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,16/03/19,14/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,PASEO COSTERO,21/01/19,20/01/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,MARIANO MATAMOROS NORTE,04/03/19,28/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,REAL DE SAN FRANCISCO,22/03/19,21/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PEDREGAL DE SANTA JULIA,22/03/19,21/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PEDREGAL DE SANTA JULIA,23/03/19,22/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA FONTANA XVI,24/03/19,20/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL RUBI,25/03/19,24/03/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,26/03/19,15/03/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,CHIHUAHUA LA MESA,28/03/19,27/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RESIDENCIAL SANTA FE I,02/04/19,31/03/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,VIÑEDOS CASA BLANCA,21/03/19,20/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OBRERA,04/09/19,02/09/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,NATURA SECCION ARBOLEDAS,03/04/19,02/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL REFUGIO,03/04/19,02/04/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,AZTECA,03/04/19,02/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LA MESA,03/04/19,04/03/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,BUENOS AIRES,05/04/19,29/03/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LLAMAS AMAYA,05/04/19,04/04/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),MANUEL PAREDES,06/04/19,05/04/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,URBIVILLA DEL PRADO 2,08/04/19,06/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NUEVA TIJUANA,10/04/19,09/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,MONTES OLIMPICOS,10/04/19,09/04/19,23:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,RESIDENCIAL SANTA FE III,12/04/19,11/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,AMPLIACION GUAYCURA,13/04/19,12/04/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO OJO DE AGUA,17/04/19,16/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SECCION COSTA HERMOSA,16/01/19,15/01/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,TORRES BAJA,21/04/19,20/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL VALLE,24/04/19,20/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,AZTECA,26/04/19,25/04/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,INFONAVIT CAPISTRANO,29/04/19,13/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NUEVA TIJUANA,29/04/19,28/04/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,SANCHEZ TABOADA,29/04/19,28/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA DEL REAL I,30/04/19,28/04/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,30/04/19,24/04/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,CENTRO URBANO 70-76,02/05/19,27/04/19,23:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),CAMINO VERDE,04/05/19,03/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OTAY UNIVERSIDAD,05/05/19,02/05/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,OTAY AZTECAS,30/05/19,29/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JOSE SANDOVAL,10/05/19,08/05/19,23:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,HIDALGO,10/05/19,09/05/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LIBERTAD PARTE MEDIA,12/05/19,11/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDINES DEL RUBI,12/05/19,10/05/19,23:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),EJIDO FRANCISCO VILLA,13/05/19,12/05/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,INFONAVIT CAPISTRANO,13/05/19,04/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PRESA RODRIGUEZ,09/05/19,09/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LAS TORRES ,05/05/19,04/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BUENOS AIRES SUR,18/05/19,17/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL RUBI,19/05/19,18/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,ALTABRISA,20/05/19,17/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,CUESTA BLANCA,21/05/19,20/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,TERRAZAS DE MENDOZA,14/03/19,11/03/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,HEROES DE INDEPENDENCIA,23/05/19,12/05/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),RES BARCELONA,13/05/19,10/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,DEL RIO PARTE BAJA,24/05/19,17/05/19,23:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EJIDO FRANCISCO VILLA ,25/05/19,24/05/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EL FLORIDO PRIMERA Y SEGUNDA SECCION,30/05/19,29/05/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ZONA CENTRO,02/06/19,29/05/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,VISTA ALAMAR,06/06/19,04/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LA PECHUGA,06/06/19,05/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,COUTHIER,24/06/19,23/06/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO VALLE DE LAS PALMAS,15/06/19,14/06/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL AGUILA,26/06/19,16/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PARAISO,15/06/19,14/06/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,LOS REYES,16/06/19,15/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BUENOS AIRES SUR,17/06/19,15/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SECCION COSTA HERMOSA,19/06/19,18/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,NUEVA TIJUANA,17/06/19,11/06/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARIANO MATAMOROS CENTRO,21/06/19,19/06/19,23:00,TIJUANA
ROBO CON VIOLENCIA A CASA,ROBO CON VIOLENCIA A CASA,EL PIPILA,18/06/19,17/06/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,JARDINES DEL RUBI,23/06/19,21/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FLORIDO III,25/06/19,24/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,TEXMICO,06/06/19,05/06/19,23:00,TIJUANA
ROBO CON VIOLENCIA A CASA,ROBO CON VIOLENCIA A CASA,INDEPENDENCIA,01/07/19,30/06/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL FLORIDO PRIMERA Y SEGUNDA SECCION,05/07/19,04/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,CHULA VISTA,08/07/19,05/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),EL FLORIDO PRIMERA Y SEGUNDA SECCION,03/07/19,02/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL LAUREL,15/07/19,08/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO FRANCISCO VILLA,10/07/19,07/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,IGNACIO RAMIREZ,15/07/19,14/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS DELICIAS III,02/07/19,01/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ANEXA POSTAL,16/07/19,14/07/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ANEXA POSTAL,17/07/19,12/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,20 DE NOVIEMBRE,19/07/19,19/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,NUEVA TIJUANA,23/07/19,22/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,HACIENDA LINDA VISTA,23/07/19,22/07/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LA GLORIA,23/07/19,22/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL DORADO RES,18/07/19,17/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RIO TIJUANA TERCERA ETAPA,26/07/19,22/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,MARIANO MATAMOROS NORTE,30/07/19,28/07/19,23:00,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,EL RUBI,28/07/19,26/07/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MEXICO LINDO,29/07/19,27/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BUGAMBILIAS,05/08/19,04/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO OJO DE AGUA,08/08/19,07/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,JARDIN DORADO,03/08/19,04/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA ESCONDIDA,15/08/19,13/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LA GLORIA,22/08/19,21/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOMAS TAURINAS,09/08/19,08/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOS ALTOS,04/08/19,03/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,MARIANO MATAMOROS NORTE,05/08/19,03/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,PEDREGAL DE SANTA JULIA,05/08/19,11/07/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RIO TIJUANA TERCERA ETAPA,09/08/19,06/08/19,23:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,SECCION JARDINES PLAYAS DE TIJUANA,15/08/19,17/04/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,SECCION JARDINES PLAYAS DE TIJUANA,18/08/19,16/08/19,23:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,SOLER,03/08/19,18/07/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,SOLER,23/08/19,21/08/19,23:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LAS CUMBRES,24/08/19,23/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,UNION,19/08/19,16/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VALLE DEL RUBI SECC TERRAZAS,12/08/19,11/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA DEL REAL,07/08/19,06/08/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,VISTA ALAMAR,24/08/19,23/08/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA CENTRO,31/08/19,20/05/19,23:00,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),ZONA NORTE,10/08/19,09/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,ZONA URBANA RIO TIJUANA,01/09/19,31/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,02/09/19,01/09/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,PARQUE INDUSTRIAL PACIFICO,02/09/19,30/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RES SANTA FE IV,02/09/19,01/09/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,MARIANO MATAMOROS NORTE,02/09/19,13/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,OBRERA SECC I,28/08/19,25/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),FRANCISCO VILLA,05/09/19,03/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LA MESA,22/09/19,20/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,08/09/19,07/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,BUENA VISTA,10/09/19,27/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RUBIO,04/09/19,03/09/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EJIDO LAZARO CARDENAS,11/09/19,10/09/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,COLINAS DE CALIFORNIA,12/09/19,06/09/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,JARDINES DE LA MESA,12/09/19,11/08/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BAJA MAQ. EL AGUILA,13/09/19,04/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL FLORIDO PRIMERA Y SEGUNDA SECCION,10/09/19,09/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,GUAYCURA,16/09/19,15/09/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,LADERAS DE PLAYAS,28/09/19,23/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,16/09/19,15/09/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CASTILLO,17/09/19,16/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,MARIANO MATAMOROS NORTE,02/09/19,31/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,FRACC HCDA LAS DELICIAS,17/09/19,15/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ALAMAR,19/09/19,17/09/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,CUAUHTEMOC,19/09/19,18/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO CHILPANCINGO,19/09/19,11/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAGO SUR,21/09/19,20/09/19,23:00,TIJUANA
ROBO CALIFICADO DE DEPENDIENTE,OTROS ROBOS SIN VIOLENCIA,PINOS DE NAREZ,12/09/19,31/08/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,PRESIDENTES,23/09/19,21/09/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ALEMAN,23/09/19,07/09/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),VILLA FONTANA I,26/09/19,01/09/19,23:00,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,LAS FUENTES,26/09/19,25/09/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EJIDO FRANCISCO VILLA,27/09/19,26/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NUEVA TIJUANA,30/09/19,29/09/19,23:00,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,CASTILLO,30/09/19,30/09/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,AMPLIACION GUAYCURA,28/10/19,26/10/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,BUENA VISTA ANEXA,23/10/19,22/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,COLINAS DE AGUA CALIENTE,10/10/19,09/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL DORADO RES,11/10/19,10/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL MIRADOR,14/10/19,11/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL REFUGIO,02/10/19,01/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL RUBI,25/10/19,20/10/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,INDEPENDENCIA,08/10/19,06/10/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,LIBERTAD PARTE ALTA,01/10/19,29/09/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,MISION DE LAS CALIFORNIAS,05/10/19,04/10/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PANAMERICANO,21/10/19,20/10/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,TIERRA Y LIBERTAD,11/10/19,07/08/19,23:00,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ANEXA PANAMERICANO,23/10/19,22/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,VISTA DEL VALLE,22/10/19,21/10/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,XICOTENCATL LEYVA,19/10/19,18/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ZONA CENTRO,10/10/19,09/10/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ANEXA MORELOS,13/11/19,02/05/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PORTICOS DE SAN ANTONIO,04/11/19,01/11/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,AVIACION,05/11/19,04/10/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL NINO,06/11/19,05/11/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MADERO,06/11/19,05/11/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL DORADO RES,21/11/19,20/11/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,GENARO VAZQUEZ,02/11/19,25/10/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MARIANO MATAMOROS CENTRO,09/11/19,30/10/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,SECCION JARDINES PLAYAS DE TIJUANA,11/11/19,01/10/19,23:00,TIJUANA
